,State,Name of reporting district,ALL_MTH00numvalid,ALL_MTH00pctprof,Year,ALL_RLA00numvalid,ALL_RLA00pctprof
11762,oklahoma,wilson,240,71,2008,233,58
11763,oklahoma,wister,285,58,2008,286,66
11764,oklahoma,woodall,325,55,2008,314,60
11765,oklahoma,woodward,1268,64,2008,1278,64
11766,oklahoma,wright city,237,71,2008,232,69
11767,oklahoma,wyandotte,427,64,2008,405,61
11768,oklahoma,wynnewood,306,63,2008,315,66
11769,oklahoma,wynona,66,55-59,2008,67,60-64
11770,oklahoma,yale,277,50,2008,285,59
11771,oklahoma,yarbrough,41,60-69,2008,38,50-59
11772,oklahoma,yukon,3556,75,2008,3577,78
11773,oklahoma,zaneis,106,65-69,2008,106,60-64
11774,oklahoma,zion,206,67,2008,191,70-74
11775,oklahoma,rock creek,251,65,2008,245,64
11776,oklahoma,fort cobb-broxton,174,60-64,2008,161,60-64
11777,oklahoma,binger-oney,167,50-54,2008,152,55-59
11778,oregon,falls city sd 57,80,50-54,2008,80,60-64
11779,oregon,oregon department of education,127,70-74,2008,127,75-79
11780,oregon,vale sd 84,464,76,2008,464,81
11781,oregon,gervais sd 1,575,64,2008,577,65
11782,oregon,yamhill carlton sd 1,656,72,2008,653,71
11783,oregon,harrisburg sd 7j,491,77,2008,492,76
11784,oregon,north santiam sd 29j,1280,69,2008,1278,75
11785,oregon,south wasco county sd 1,129,55-59,2008,129,70-74
11786,oregon,hillsboro sd 1j,10887,71,2008,10880,74
11787,oregon,knappa sd 4,267,69,2008,267,70
11788,oregon,ode ycep district,109,14-Oct,2008,109,25-29
11789,oregon,ione sd r2,78,70-74,2008,78,85-89
11790,oregon,north wasco county sd 21,1518,63,2008,1516,70
11791,oregon,myrtle point sd 41,377,52,2008,377,64
11792,oregon,adel sd 21,6,,2008,6,
11793,oregon,adrian sd 61,116,80-84,2008,115,75-79
11794,oregon,greater albany public sd 8j,4993,71,2008,4984,77
11795,oregon,alsea sd 7j,70,60-64,2008,70,65-69
11796,oregon,amity sd 4j,419,59,2008,420,66
11797,oregon,annex sd 29,38,50-59,2008,38,60-69
11798,oregon,arlington sd 3,72,65-69,2008,72,75-79
11799,oregon,arock sd 81,11,,2008,11,
11800,oregon,ashland sd 5,1497,84,2008,1495,88
11801,oregon,ashwood sd 8,1,,2008,1,
11802,oregon,astoria sd 1,1015,66,2008,1016,74
11803,oregon,athena-weston sd 29rj,305,80,2008,306,85
11804,oregon,baker sd 5j,1055,74,2008,1060,78
11805,oregon,burnt river sd 30j,22,,2008,22,
11806,oregon,bandon sd 54,404,74,2008,406,86
11807,oregon,banks sd 13,655,75,2008,656,76
11808,oregon,beaverton sd 48j,19781,80,2008,19799,80
11809,oregon,bend-lapine administrative sd 1,8291,75,2008,8306,80
11810,oregon,bethel sd 52,3309,73,2008,3329,78
11811,oregon,blachly sd 90,78,75-79,2008,78,80-84
11812,oregon,black butte sd 41,15,,2008,15,
11813,oregon,brookings-harbor sd 17c,882,64,2008,878,71
11814,oregon,harney county sd 3,552,63,2008,579,76
11815,oregon,butte falls sd 91,88,50-54,2008,88,55-59
11816,oregon,camas valley sd 21j,83,55-59,2008,84,65-69
11817,oregon,canby sd 86,2725,75,2008,2723,79
11818,oregon,cascade sd 5,1226,74,2008,1221,77
11819,oregon,centennial sd 28j,3631,68,2008,3632,69
11820,oregon,central sd 13j,1584,62,2008,1587,69
11821,oregon,central linn sd 552,379,67,2008,379,70
11822,oregon,central point sd 6,2539,65,2008,2536,71
11823,oregon,clatskanie sd 6j,471,67,2008,473,69
11824,oregon,rainier sd 13,601,73,2008,600,74
11825,oregon,colton sd 53,394,72,2008,394,79
11826,oregon,condon sd 25j,73,85-89,2008,73,75-79
11827,oregon,coquille sd 8,484,69,2008,487,73
11828,oregon,corbett sd 39,396,78,2008,396,83
11829,oregon,corvallis sd 509j,3497,78,2008,3502,82
11830,oregon,cove sd 15,139,70-74,2008,137,75-79
11831,oregon,harney county sd 4,46,,2008,46,
11832,oregon,harney county union high sd 1j,17,60-79,2008,17,60-79
11833,oregon,coos bay sd 9,1791,63,2008,1791,66
11834,oregon,creswell sd 40,706,68,2008,707,72
11835,oregon,crook county sd,1721,62,2008,1722,71
11836,oregon,crow-applegate-lorane sd 66,173,65-69,2008,173,70-74
11837,oregon,culver sd 4,364,66,2008,363,65
11838,oregon,dallas sd 2,1766,73,2008,1768,74
11839,oregon,david douglas sd 40,5664,64,2008,5664,67
11840,oregon,douglas county sd 15,124,60-64,2008,124,70-74
11841,oregon,dayton sd 8,561,63,2008,557,70
11842,oregon,dayville sd 16j,32,80-89,2008,32,80-89
11843,oregon,diamond sd 7,7,,2008,7,
11844,oregon,double o sd 28,0,,2008,0,
11845,oregon,north douglas sd 22,229,71,2008,231,77
11846,oregon,drewsey sd 13,10,,2008,10,
11847,oregon,dufur sd 29,160,65-69,2008,160,75-79
11848,oregon,eagle point sd 9,2385,58,2008,2387,67
11849,oregon,echo sd 5,148,50-54,2008,150,65-69
11850,oregon,elgin sd 23,208,64,2008,208,69
11851,oregon,elkton sd 34,69,80-84,2008,69,85-89
11852,oregon,estacada sd 108,1299,69,2008,1303,75
11853,oregon,eugene sd 4j,9207,78,2008,9228,84
11854,oregon,fern ridge sd 28j,863,71,2008,863,77
11855,oregon,south harney sd 33,10,,2008,10,
11856,oregon,enterprise sd 21,192,80-84,2008,193,80-84
11857,oregon,siuslaw sd 97j,714,63,2008,717,78
11858,oregon,forest grove sd 15,3211,71,2008,3216,70
11859,oregon,fossil sd 21j,40,70-79,2008,40,80-89
11860,oregon,frenchglen sd 16,5,,2008,5,
11861,oregon,gaston sd 511j,246,74,2008,247,83
11862,oregon,gladstone sd 115,1172,80,2008,1176,83
11863,oregon,glendale sd 77,226,52,2008,228,62
11864,oregon,glide sd 12,399,77,2008,399,81
11865,oregon,central curry sd 1,309,71,2008,309,73
11866,oregon,grants pass sd 7,2985,75,2008,2985,81
11867,oregon,gresham-barlow sd 10j,6557,76,2008,6568,77
11868,oregon,harper sd 66,49,50-59,2008,49,50-59
11869,oregon,helix sd 1,93,85-89,2008,93,80-84
11870,oregon,hermiston sd 8,2625,70,2008,2622,75
11871,oregon,hood river county sd,2096,72,2008,2100,77
11872,oregon,huntington sd 16j,34,50-59,2008,34,60-69
11873,oregon,imbler sd 11,169,75-79,2008,171,75-79
11874,oregon,jefferson sd 14j,509,63,2008,510,63
11875,oregon,jefferson county sd 509j,1544,50,2008,1549,54
11876,oregon,jewell sd 8,88,65-69,2008,88,70-74
11877,oregon,john day sd 3,366,77,2008,366,80
11878,oregon,jordan valley sd 3,35,60-69,2008,35,80-89
11879,oregon,joseph sd 6,113,70-74,2008,112,80-84
11880,oregon,three rivers/josephine county sd,2859,71,2008,2864,78
11881,oregon,junction city sd 69,896,75,2008,892,78
11882,oregon,juntura sd 12,9,,2008,9,
11883,oregon,klamath county sd,3594,68,2008,3598,73
11884,oregon,klamath falls city schools,1743,57,2008,1744,66
11885,oregon,la grande sd 1,1083,73,2008,1085,76
11886,oregon,lake oswego sd 7j,3739,91,2008,3735,94
11887,oregon,lake county sd 7,364,74,2008,364,84
11888,oregon,lebanon community sd 9,2236,76,2008,2235,82
11889,oregon,lincoln county sd,2752,69,2008,2749,72
11890,oregon,long creek sd 17,17,,2008,17,
11891,oregon,lowell sd 71,156,55-59,2008,154,60-64
11892,oregon,mapleton sd 32,85,60-64,2008,84,75-79
11893,oregon,marcola sd 79j,177,70-74,2008,176,80-84
11894,oregon,mckenzie sd 68,112,60-64,2008,113,75-79
11895,oregon,mcminnville sd 40,3394,74,2008,3392,78
11896,oregon,medford sd 549c,6476,72,2008,6480,79
11897,oregon,santiam canyon sd 129j,321,65,2008,321,66
11898,oregon,milton-freewater unified sd 7,1035,68,2008,1033,71
11899,oregon,mitchell sd 55,27,60-79,2008,27,
11900,oregon,molalla river sd 35,1490,73,2008,1490,72
11901,oregon,monroe sd 1j,246,75,2008,246,83
11902,oregon,monument sd 8,29,60-79,2008,29,
11903,oregon,morrow sd 1,1156,67,2008,1157,69
11904,oregon,mt angel sd 91,409,70,2008,409,78
11905,oregon,neah-kah-nie sd 56,375,73,2008,375,85
11906,oregon,nestucca valley sd 101j,283,66,2008,284,75
11907,oregon,newberg sd 29j,2778,77,2008,2779,80
11908,oregon,north bend sd 13,1272,61,2008,1279,75
11909,oregon,north clackamas sd 12,9368,76,2008,9365,81
11910,oregon,north marion sd 15,1020,66,2008,1020,70
11911,oregon,north powder sd 8j,135,65-69,2008,137,70-74
11912,oregon,nyssa sd 26,617,76,2008,616,76
11913,oregon,oakland sd 1,313,70,2008,314,81
11914,oregon,oakridge sd 76,319,71,2008,318,78
11915,oregon,ontario sd 8c,1363,61,2008,1364,65
11916,oregon,oregon city sd 62,4627,78,2008,4622,82
11917,oregon,paisley sd 11,47,70-79,2008,47,80-89
11918,oregon,parkrose sd 3,1854,67,2008,1853,66
11919,oregon,pendleton sd 16,1740,68,2008,1740,79
11920,oregon,perrydale sd 21,180,85-89,2008,180,90-94
11921,oregon,philomath sd 17j,895,70,2008,895,81
11922,oregon,phoenix-talent sd 4,1462,66,2008,1462,72
11923,oregon,pilot rock sd 2,202,84,2008,202,86
11924,oregon,pine creek sd 5,3,,2008,3,
11925,oregon,pine eagle sd 61,84,85-89,2008,86,85-89
11926,oregon,pinehurst sd 94,16,60-79,2008,16,60-79
11927,oregon,pleasant hill sd 1,462,75,2008,463,81
11928,oregon,plush sd 18,3,,2008,3,
11929,oregon,port orford-langlois sd 2cj,169,80-84,2008,169,85-89
11930,oregon,portland sd 1j,23020,75,2008,23016,77
11931,oregon,powers sd 31,63,70-74,2008,63,75-79
11932,oregon,prairie city sd 4,84,75-79,2008,84,75-79
11933,oregon,prospect sd 59,81,65-69,2008,81,75-79
11934,oregon,redmond sd 2j,3764,76,2008,3762,79
11935,oregon,reedsport sd 105,337,62,2008,337,68
11936,oregon,reynolds sd 7,5910,57,2008,5914,62
11937,oregon,riddle sd 70,256,54,2008,256,70
11938,oregon,riverdale sd 51j,252,92,2008,252,94
11939,oregon,rogue river sd 35,545,68,2008,546,76
11940,oregon,douglas county sd 4,3492,70,2008,3499,76
11941,oregon,salem-keizer sd 24j,21313,69,2008,21311,71
11942,oregon,oregon trail sd 46,2286,73,2008,2288,75
11943,oregon,scappoose sd 1j,1266,76,2008,1267,79
11944,oregon,scio sd 95,1760,68,2008,1757,81
11945,oregon,seaside sd 10,761,76,2008,758,81
11946,oregon,sheridan sd 48j,567,63,2008,567,68
11947,oregon,sherman county sd,134,70-74,2008,132,80-84
11948,oregon,sherwood sd 88j,2521,80,2008,2517,85
11949,oregon,north lake sd 14,132,55-59,2008,132,60-64
11950,oregon,silver falls sd 4j,1889,76,2008,1895,82
11951,oregon,sisters sd 6,805,77,2008,806,84
11952,oregon,south lane sd 45j3,1528,69,2008,1527,76
11953,oregon,south umpqua sd 19,894,60,2008,887,66
11954,oregon,spray sd 1,16,40-59,2008,16,60-79
11955,oregon,springfield sd 19,5801,70,2008,5798,75
11956,oregon,st helens sd 502,1923,71,2008,1922,77
11957,oregon,st paul sd 45,142,60-64,2008,142,60-64
11958,oregon,stanfield sd 61,319,66,2008,317,68
11959,oregon,suntex sd 10,7,,2008,7,
11960,oregon,sutherlin sd 130,753,75,2008,754,79
11961,oregon,sweet home sd 55,1284,72,2008,1283,75
11962,oregon,tigard-tualatin sd 23j,6763,78,2008,6761,82
11963,oregon,tillamook sd 9,1027,73,2008,1024,77
11964,oregon,troy sd 54,3,,2008,3,
11965,oregon,ukiah sd 80r,6,,2008,6,
11966,oregon,umatilla sd 6r,721,58,2008,718,59
11967,oregon,union sd 5,224,59,2008,224,73
11968,oregon,vernonia sd 47j,333,64,2008,335,69
11969,oregon,wallowa sd 12,125,70-74,2008,125,80-84
11970,oregon,warrenton-hammond sd 30,458,62,2008,458,73
11971,oregon,west linn-wilsonville sd 3j,4524,85,2008,4519,88
11972,oregon,willamina sd 30j,477,62,2008,477,64
11973,oregon,winston-dillard sd 116,839,68,2008,838,71
11974,oregon,woodburn sd 103,2703,60,2008,2709,56
11975,oregon,yoncalla sd 32,161,70-74,2008,161,75-79
11976,pennsylvania,abington heights sd,1825,85,2008,1818,87
11977,pennsylvania,abington  sd,3895,86,2008,3887,83
11978,pennsylvania,albert gallatin area sd,1976,66,2008,1977,64
11979,pennsylvania,aliquippa sd,582,49,2008,580,42
11980,pennsylvania,allegheny valley sd,616,71,2008,616,74
11981,pennsylvania,allentown school district,9097,56,2008,9059,48
11982,pennsylvania,allegheny-clarion valley sd,492,64,2008,492,63
11983,pennsylvania,altoona area sd,4202,74,2008,4203,70
11984,pennsylvania,wissahickon sd,2458,85,2008,2450,85
11985,pennsylvania,ambridge area sd,1453,77,2008,1452,75
11986,pennsylvania,antietam sd,609,65,2008,608,60
11987,pennsylvania,annville-cleona sd,901,82,2008,899,77
11988,pennsylvania,apollo-ridge sd,866,65,2008,866,66
11989,pennsylvania,armstrong sd,3207,75,2008,3208,73
11990,pennsylvania,athens area sd,1253,75,2008,1247,66
11991,pennsylvania,austin area sd,97,70-74,2008,97,60-64
11992,pennsylvania,avella area sd,361,66,2008,358,74
11993,pennsylvania,avon grove sd,3015,85,2008,3002,82
11994,pennsylvania,avonworth sd,703,85,2008,698,86
11995,pennsylvania,pine-richland sd,2483,85,2008,2480,84
11996,pennsylvania,bald eagle area sd,1018,76,2008,1018,73
11997,pennsylvania,baldwin-whitehall sd,2153,77,2008,2141,72
11998,pennsylvania,bangor area sd,1843,68,2008,1840,71
11999,pennsylvania,beaver area sd,1078,87,2008,1077,85
12000,pennsylvania,bedford area sd,1266,74,2008,1265,70
12001,pennsylvania,belle vernon area sd,1519,76,2008,1520,74
12002,pennsylvania,bellefonte area sd,1488,77,2008,1488,75
12003,pennsylvania,bellwood-antis sd,724,81,2008,725,78
12004,pennsylvania,bensalem township sd,3397,70,2008,3372,67
12005,pennsylvania,bentworth sd,642,70,2008,642,67
12006,pennsylvania,benton area sd,415,77,2008,415,73
12007,pennsylvania,berlin brothersvalley sd,528,82,2008,530,74
12008,pennsylvania,bermudian springs sd,1112,72,2008,1111,70
12009,pennsylvania,berwick area sd,1799,72,2008,1799,69
12010,pennsylvania,bethel park sd,2628,86,2008,2627,85
12011,pennsylvania,bethlehem area sd,8186,69,2008,8140,68
12012,pennsylvania,bethlehem-center sd,714,70,2008,714,70
12013,pennsylvania,big beaver falls area sd,859,75,2008,859,71
12014,pennsylvania,big spring sd,1669,74,2008,1665,69
12015,pennsylvania,blackhawk sd,1465,85,2008,1465,81
12016,pennsylvania,blacklick valley sd,376,69,2008,376,63
12017,pennsylvania,blairsville-saltsburg sd,1065,79,2008,1064,72
12018,pennsylvania,bloomsburg area sd,939,80,2008,940,77
12019,pennsylvania,blue mountain sd,1605,76,2008,1605,80
12020,pennsylvania,blue ridge sd,608,71,2008,605,69
12021,pennsylvania,boyertown area sd,3794,85,2008,3792,81
12022,pennsylvania,bradford area sd,1344,71,2008,1342,70
12023,pennsylvania,brandywine heights area sd,971,77,2008,969,74
12024,pennsylvania,brownsville area sd,987,58,2008,989,57
12025,pennsylvania,brentwood borough sd,667,75,2008,665,78
12026,pennsylvania,bristol borough sd,654,72,2008,653,64
12027,pennsylvania,bristol township sd,3548,69,2008,3543,64
12028,pennsylvania,brockway area sd,595,73,2008,595,67
12029,pennsylvania,brookville area sd,891,64,2008,888,70
12030,pennsylvania,burgettstown area sd,805,74,2008,805,69
12031,pennsylvania,burrell sd,1027,78,2008,1026,79
12032,pennsylvania,butler area sd,4314,78,2008,4312,76
12033,pennsylvania,california area sd,557,77,2008,557,73
12034,pennsylvania,cambria heights sd,818,77,2008,818,78
12035,pennsylvania,cameron county sd,421,70,2008,420,74
12036,pennsylvania,camp hill sd,635,83,2008,634,83
12037,pennsylvania,canon-mcmillan sd,2567,80,2008,2562,83
12038,pennsylvania,canton area sd,570,61,2008,570,64
12039,pennsylvania,carbondale area sd,814,79,2008,815,75
12040,pennsylvania,carlisle area sd,2504,78,2008,2483,77
12041,pennsylvania,carlynton sd,794,72,2008,792,70
12042,pennsylvania,carmichaels area sd,567,72,2008,567,65
12043,pennsylvania,catasauqua area sd,910,69,2008,909,66
12044,pennsylvania,centennial sd,3215,80,2008,3199,78
12045,pennsylvania,center area sd,981,80,2008,981,82
12046,pennsylvania,central bucks sd,11301,91,2008,11284,90
12047,pennsylvania,central cambria sd,974,77,2008,974,75
12048,pennsylvania,central columbia sd,1140,79,2008,1139,74
12049,pennsylvania,central dauphin sd,5717,73,2008,5698,70
12050,pennsylvania,central greene sd,1104,70,2008,1102,64
12051,pennsylvania,crestwood sd,1641,78,2008,1639,81
12052,pennsylvania,central york sd,3032,82,2008,3030,82
12053,pennsylvania,chambersburg area sd,4681,68,2008,4663,69
12054,pennsylvania,charleroi sd,872,69,2008,872,70
12055,pennsylvania,chartiers valley sd,1829,75,2008,1823,76
12056,pennsylvania,chartiers-houston sd,630,72,2008,630,73
12057,pennsylvania,cheltenham township sd,2327,82,2008,2326,80
12058,pennsylvania,chester-upland sd,2027,32,2008,2017,34
12059,pennsylvania,chestnut ridge sd,883,78,2008,880,74
12060,pennsylvania,chichester sd,1769,63,2008,1766,64
12061,pennsylvania,clairton school district,428,48,2008,427,39
12062,pennsylvania,clarion area sd,469,79,2008,469,80
12063,pennsylvania,clarion-limestone area sd,551,76,2008,551,77
12064,pennsylvania,claysburg-kimmel sd,457,74,2008,457,72
12065,pennsylvania,clearfield area sd,1372,70,2008,1368,64
12066,pennsylvania,coatesville area sd,3510,67,2008,3506,66
12067,pennsylvania,cocalico sd,1857,81,2008,1855,78
12068,pennsylvania,columbia borough sd,727,65,2008,723,59
12069,pennsylvania,commodore perry sd,319,75,2008,319,79
12070,pennsylvania,conemaugh township area sd,529,86,2008,529,80
12071,pennsylvania,conemaugh valley sd,506,77,2008,506,71
12072,pennsylvania,conestoga valley sd,2212,78,2008,2204,74
12073,pennsylvania,conewago valley sd,2088,76,2008,2086,68
12074,pennsylvania,conneaut sd,1377,72,2008,1377,69
12075,pennsylvania,connellsville area sd,2618,62,2008,2619,62
12076,pennsylvania,conrad weiser area sd,1563,75,2008,1560,69
12077,pennsylvania,cornell sd,334,73,2008,335,67
12078,pennsylvania,cornwall-lebanon sd,2518,81,2008,2505,78
12079,pennsylvania,corry area sd,1230,66,2008,1231,63
12080,pennsylvania,coudersport area sd,452,73,2008,452,76
12081,pennsylvania,council rock sd,6933,85,2008,6924,85
12082,pennsylvania,cranberry area sd,666,77,2008,666,75
12083,pennsylvania,crawford central sd,2089,63,2008,2089,65
12084,pennsylvania,cumberland valley sd,4216,87,2008,4213,85
12085,pennsylvania,curwensville area sd,652,80,2008,652,73
12086,pennsylvania,dallas sd,1525,85,2008,1523,85
12087,pennsylvania,dallastown area sd,3296,81,2008,3290,82
12088,pennsylvania,daniel boone area sd,2107,75,2008,2104,75
12089,pennsylvania,danville area sd,1214,78,2008,1214,78
12090,pennsylvania,delaware valley sd,3036,87,2008,3034,88
12091,pennsylvania,deer lakes sd,1076,77,2008,1074,78
12092,pennsylvania,derry area sd,1310,80,2008,1310,77
12093,pennsylvania,derry township sd,1908,85,2008,1905,83
12094,pennsylvania,donegal sd,1505,73,2008,1503,68
12095,pennsylvania,dover area sd,2023,71,2008,2025,73
12096,pennsylvania,downingtown area sd,6491,84,2008,6475,85
12097,pennsylvania,dubois area sd,2286,75,2008,2284,72
12098,pennsylvania,dunmore sd,879,78,2008,878,81
12099,pennsylvania,duquesne school district,338,30,2008,337,28
12100,pennsylvania,east allegheny sd,975,67,2008,973,65
12101,pennsylvania,forest area sd,305,64,2008,304,72
12102,pennsylvania,eastern lebanon county sd,1358,68,2008,1358,71
12103,pennsylvania,east lycoming sd,880,87,2008,880,81
12104,pennsylvania,east penn sd,4317,83,2008,4312,82
12105,pennsylvania,east pennsboro area sd,1499,81,2008,1499,77
12106,pennsylvania,east stroudsburg area sd,4479,68,2008,4474,71
12107,pennsylvania,eastern york sd,1410,72,2008,1408,70
12108,pennsylvania,eastern lancaster county sd,1696,78,2008,1695,76
12109,pennsylvania,easton area sd,4743,74,2008,4729,66
12110,pennsylvania,elizabeth forward sd,1473,80,2008,1472,74
12111,pennsylvania,elizabethtown area sd,2099,80,2008,2098,75
12112,pennsylvania,elk lake sd,745,76,2008,742,75
12113,pennsylvania,ellwood city area sd,1095,74,2008,1093,71
12114,pennsylvania,ephrata area sd,2158,75,2008,2149,73
12115,pennsylvania,erie school district,6082,63,2008,6054,58
12116,pennsylvania,everett area sd,811,73,2008,811,69
12117,pennsylvania,exeter township sd,2380,79,2008,2378,79
12118,pennsylvania,fairfield area sd,687,69,2008,687,69
12119,pennsylvania,fairview sd,889,82,2008,889,86
12120,pennsylvania,karns city area sd,920,75,2008,921,77
12121,pennsylvania,fannett-metal sd,296,69,2008,295,61
12122,pennsylvania,farrell area sd,462,47,2008,461,45
12123,pennsylvania,ferndale area sd,441,78,2008,441,71
12124,pennsylvania,fleetwood area sd,1436,78,2008,1436,76
12125,pennsylvania,forbes road sd,224,67,2008,224,61
12126,pennsylvania,forest city regional sd,476,64,2008,476,74
12127,pennsylvania,forest hills sd,1105,79,2008,1105,74
12128,pennsylvania,fort cherry sd,608,72,2008,607,77
12129,pennsylvania,fort leboeuf sd,1189,81,2008,1189,78
12130,pennsylvania,fox chapel area sd,2358,88,2008,2342,87
12131,pennsylvania,north schuylkill sd,1081,72,2008,1081,65
12132,pennsylvania,north star sd,663,77,2008,664,73
12133,pennsylvania,franklin area sd,1106,72,2008,1106,68
12134,pennsylvania,franklin regional sd,2044,87,2008,2042,88
12135,pennsylvania,frazier sd,626,80,2008,625,76
12136,pennsylvania,freedom area sd,837,86,2008,837,79
12137,pennsylvania,freeport area sd,1103,80,2008,1103,82
12138,pennsylvania,galeton area sd,168,75-79,2008,168,65-69
12139,pennsylvania,garnet valley sd,2623,86,2008,2622,90
12140,pennsylvania,gateway sd,2207,77,2008,2198,76
12141,pennsylvania,general mclane sd,1200,78,2008,1199,77
12142,pennsylvania,gettysburg area sd,1643,81,2008,1637,75
12143,pennsylvania,girard sd,1104,84,2008,1104,77
12144,pennsylvania,glendale sd,446,67,2008,446,63
